time,device_address,physical_payload,gateway,crc_status,frequency,spreading_factor,bandwidth,code_rate,rssi,snr,size,mtype,fcnt,fport,size_array,fopts_size
2020-05-01T02:13:26.429880Z,0bdab890,QJC42gsAORzP5+z6K52YW8et,0000024b0b031c97,1,867300000,12.0,125.0,4/5,-114,-17.5,-1,10,7225,207.0,18,0.0
2020-05-01T02:13:26.826344Z,26011498,QJgUASYAcRgB05vZTtIQAbbmUFZU,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-102,3.5,-1,10,6257,1.0,21,0.0
2020-05-01T02:13:27.538782Z,26012682,QIImASYAitUB+fC07qqdGd3b2w==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-79,9.8,-1,10,54666,1.0,19,0.0
2020-05-01T02:13:33.144757Z,0004b0b2,QLKwBAAAcTIFvbHsrDe+loDuoQAgDje4y8t72es=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-108,-14.8,-1,10,12913,5.0,29,0.0
2020-05-01T02:13:37.603700Z,fe824598,gJhFgv6AjAcBbA7GCnlW3ImI635ra1Qyx349qJbK1LP7ZfdUsFqE6E6TEnDgsBrrHZoNcgjuQC0kSsc/7Q==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-103,-14.8,-1,100,1932,1.0,61,0.0
2020-05-01T02:13:44.989633Z,0058a7a9,QKmnWAAAcjIFp/QgUYK2gG/ALBX7MoNeroeTKEM=,0000024b0b031c97,1,867300000,12.0,125.0,4/5,-108,-6.5,-1,10,12914,5.0,29,0.0
2020-05-01T02:13:48.719616Z,01986022,QCJgmAGALwwFnEnbOOCoFiVjZq62,0000024b0b031c97,1,867300000,9.0,125.0,4/5,-109,-9.5,-1,10,3119,5.0,21,0.0
2020-05-01T02:13:48.730007Z,20000001,QAEAACCAwpoKcacvGW5c3R1r5jnHi1ffh00=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-1.8,-1,10,39618,10.0,26,0.0
2020-05-01T02:13:49.230446Z,270002dd,QN0CACcAYSkFHwANAfLLAddZWwA41E2pSFUO4CrbvbGj4Y8SORw8wODv8Qp0I2MCKYI9/GNvaFV8qAW0AtZPTw==,0000024b0b031c97,1,867100000,8.0,125.0,4/5,-108,2.0,-1,10,10593,5.0,64,0.0
2020-05-01T02:13:49.683598Z,26012682,QIImASYAi9UBG8wDS/oyKi1b1g==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-77,9.0,-1,10,54667,1.0,19,0.0
2020-05-01T02:13:53.704773Z,26012f47,QEcvASaASQQC/6H5HIh2SRpyxuXOQVZdOhIVuFYIpeuXig==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-100,1.2,-1,10,1097,2.0,34,0.0
2020-05-01T02:13:56.446629Z,26012461,QGEkASaAlFcFbsDP4hxXkywxNamgDQtrECX5XbnF,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-100,0.2,-1,10,22420,5.0,30,0.0
2020-05-01T02:14:01.821530Z,fe8245c0,gMBFgv6AwgABwPqNZ4ThYJEDPsfNe9HTol2usrHTVQSn7gxjmO319joBYjFxnSLRzW26YxGW95pQ7Ypj4w==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-108,-5.8,-1,100,194,1.0,61,0.0
2020-05-01T02:14:11.828175Z,26012682,QIImASYAjNUBkf8rMPAPQSYAgg==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-79,9.8,-1,10,54668,1.0,19,0.0
2020-05-01T02:14:15.398245Z,00996b8b,QItrmQCA+JUFwaOXdIA3I5qoimuIJGzuVPM9bxNAE4kAnsE=,0000024b0b031c97,1,867300000,9.0,125.0,4/5,-107,-12.0,-1,10,38392,5.0,35,0.0
2020-05-01T02:14:17.400844Z,27007dd0,QNB9ACcABAACMJvHtj2KZYHsRPhFG13zmvSBAj2j,0000024b0b031c97,1,867700000,8.0,125.0,4/5,-108,-6.5,-1,10,4,2.0,30,0.0
2020-05-01T02:14:17.835396Z,2601297d,QH0pASaAY7gFR5Pe1zGOPCAof6RKHTxNI6hL1p0=,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-88,4.2,-1,10,47203,5.0,29,0.0
2020-05-01T02:14:27.993634Z,270002ae,QK4CACcAZCkFeds5BONlT39Ux7H58OIeLBqWP9v1g+SPKL2M7bYYL/DO5Jo791WnvBvAb2BGKl8YeSXWjQWoOA==,0000024b0b031c97,1,867900000,8.0,125.0,4/5,-107,-0.8,-1,10,10596,5.0,64,0.0
2020-05-01T02:14:28.668858Z,fe824599,gJlFgv6AIwUB2ZrK1sqgfiPVTgkwvU28q+m7r8T1uVGOX7ijZ08N8LJIJ5Sl/LagYzI+/JQdvzSIHpW/wQ==,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-108,-13.0,-1,100,1315,1.0,61,0.0
2020-05-01T02:14:29.417048Z,26012834,QDQoASYABQACwoQ5ncf9bzp+SBrJVKO5BtiPcDPu,0000024b0b031c97,1,868100000,8.0,125.0,4/5,-100,3.0,-1,10,5,2.0,30,0.0
2020-05-01T02:14:31.109833Z,14000002,QAIAABSA7bcKWW2sfyrzITg8J+6d83uzY44=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-93,-11.0,-1,10,47085,10.0,26,0.0
2020-05-01T02:14:32.231791Z,fe8245c8,gMhFgv6AagUB9UD4p2asmEajjH8t28bTEbJwcyDuFpseIYbyeVwZVGMGzMxPpposUY+OnmrdXsvgEjN28g==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-101,-11.0,-1,100,1386,1.0,61,0.0
2020-05-01T02:14:33.676800Z,01f30b38,QDgL8wGChggDBwUpzoAyeQzpJgQv0zPM/J9Zh1/PbA==,0000024b0b031c97,1,867700000,9.0,125.0,4/5,-108,-13.0,-1,10,2182,5.0,31,2.0
2020-05-01T02:14:33.972968Z,26012682,QIImASYAjdUB0Fanvd9oiJNijg==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-78,9.0,-1,10,54669,1.0,19,0.0
2020-05-01T02:14:50.846433Z,20000005,QAUAACCAmLYKecO69JvidCCLg/76MEGYdFx8ylw=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-8.0,-1,10,46744,10.0,29,0.0
2020-05-01T02:14:53.705248Z,26012f47,QEcvASaASgQCz2ieZpm9eajRgddq+WaRP6i+DKb9cwNEvg==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-99,1.0,-1,10,1098,2.0,34,0.0
2020-05-01T02:14:54.559871Z,fe8245b6,gLZFgv6AewQBxz9qDE1hrSoeRcodW7PxpqmBgGmDRsCjaxuUVoIoooY+p1VwW5wmZpp8obbIBnLpYYAKdA==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-103,-14.8,-1,100,1147,1.0,61,0.0
2020-05-01T02:14:56.117639Z,26012682,QIImASYAjtUBnjdgA8sxmEjOmA==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-81,10.0,-1,10,54670,1.0,19,0.0
2020-05-01T02:14:59.373687Z,2601297c,QHwpASaAU7gFLOhSPLNJQtRJShet/esQmzfAjJo=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-81,11.0,-1,10,47187,5.0,29,0.0
2020-05-01T02:12:58.329732525Z,-1,EquGX2T9ks/OLLcSMEfiJE6mEFUZwsFG1WAn4atyACUE2jRIi6UeZ4/IEv2DVySeItVodqihVHvI9c5QenzEVEgm6KYH+l8IKo7xrXib88D3+2GLOePtcVereCXOgxLBhQStgUQ48H8J6V6IMSDXHdVzuU1Z+qiIbmb0pXsmMiieNEtHAPhWf4T7ERKMrMMCxHYMtmrQKzS0RAs/euCasj80uVmBHZu47LjvxCqSwhPuDhB1ez2WNKN9IlHUT+11Xlelxuh3qCZJQp0YoGBC5phjqTR2b82Pg4fRMETiW4ca8JszJUbWijU=,00800000a0001793,-1,868300000,7.0,250.0,4/7,-102,-11.2,-1,0,-1,-1.0,233,13.0
2020-05-01T02:13:53.445871864Z,e483d6fa,hfrWg+QtCJVaGg78nlvPb9IEbDel42JKgBiSthwGY/OEWLgxMAocFilSF0wwaBj3PP6oZJ4=,00800000a0001793,-1,867500000,7.0,125.0,OFF,-111,-11.0,-1,100,38152,227.0,53,13.0
2020-05-01T02:12:00.986571Z,26012d27,QCctASYAcC0Bt0Ss3rPgAElHuHhK8LBcRWndsKZdH1GK86BMEsKjnwpFWm93M2T7RGg+Rzpet8kOoILi/ps=,7276ff002e062804,1,868300000,9.0,125.0,4/5,-99,-8.0,-1,10,11632,1.0,62,0.0
2020-05-01T02:12:01.749411Z,-1,,7276ff002e062804,-1,868100000,12.0,125.0,4/5,-103,-17.8,-1,-1,-1,-1.0,0,
2020-05-01T02:12:22.818588Z,-1,,7276ff002e062804,-1,868100000,7.0,125.0,4/5,-109,-14.2,-1,-1,-1,-1.0,0,
2020-05-01T02:12:44.933494Z,-1,,7276ff002e062804,-1,868300000,7.0,125.0,4/5,-104,-9.5,-1,-1,-1,-1.0,0,
2020-05-01T02:12:47.748622Z,-1,,7276ff002e062804,-1,868100000,9.0,125.0,4/5,-109,-14.5,-1,-1,-1,-1.0,0,
2020-05-01T02:13:05.050362Z,-1,,7276ff002e062804,-1,868300000,7.0,250.0,4/5,-109,-12.0,-1,-1,-1,-1.0,0,
2020-05-01T02:13:16.208663Z,-1,,7276ff002e062804,-1,868100000,7.0,125.0,4/5,-108,-9.2,-1,-1,-1,-1.0,0,
2020-05-01T02:13:20.586463Z,-1,,7276ff002e062804,-1,867700000,11.0,125.0,4/5,-98,-14.0,-1,-1,-1,-1.0,0,
2020-05-01T02:13:21.320567Z,0160258b,QIslYAGA1SII6SWa3eRxQJj2I4ya8Y7B71a9fc9VWW4mtZshMjZrIw==,7276ff002e062804,1,868500000,9.0,125.0,4/5,-96,-15.0,-1,10,8917,8.0,40,0.0
2020-05-01T02:13:36.603704Z,-1,,7276ff002e062804,-1,868100000,12.0,125.0,4/5,-101,-19.0,-1,-1,-1,-1.0,0,
2020-05-01T02:14:00.821537Z,-1,,7276ff002e062804,-1,868100000,12.0,125.0,4/5,-103,-19.2,-1,-1,-1,-1.0,0,
2020-05-01T02:14:31.231795Z,-1,,7276ff002e062804,-1,868100000,12.0,125.0,4/5,-102,-18.8,-1,-1,-1,-1.0,0,
2020-05-01T02:14:44.530571Z,-1,,7276ff002e062804,-1,867300000,7.0,125.0,4/7,-116,-11.5,-1,-1,-1,-1.0,0,
2020-05-01T02:14:45.097011Z,-1,,7276ff002e062804,-1,867100000,7.0,125.0,4/8,-116,-11.8,-1,-1,-1,-1.0,0,
2020-05-01T02:14:45.703220Z,-1,,7276ff002e062804,-1,868100000,12.0,125.0,4/5,-103,-14.0,-1,-1,-1,-1.0,0,
2020-05-01T02:14:47.731596Z,-1,,7276ff002e062804,-1,867700000,9.0,125.0,4/5,-101,-15.2,-1,-1,-1,-1.0,0,
2020-05-01T02:14:50.099676Z,-1,,7276ff002e062804,-1,868300000,7.0,125.0,4/5,-106,-11.0,-1,-1,-1,-1.0,0,
2020-05-01T02:14:55.433116Z,-1,,7276ff002e062804,-1,868100000,7.0,125.0,4/5,-107,-12.2,-1,-1,-1,-1.0,0,
2020-05-01T02:15:04.780677Z,2600236f,QG8jACaA1zkFf9+FTaWrhgqJKIw0,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-97,5.8,-1,10,14807,5.0,21,0.0
2020-05-01T02:15:15.548129Z,0152e706,QAbnUgGCCyMDBwW3QziX5yBKFpIBr8aM+v5fEiPa4WdoycheAg==,0000024b0b031c97,1,868500000,9.0,125.0,4/5,-100,0.8,-1,10,8971,5.0,37,2.0
2020-05-01T02:15:17.502215Z,00d23b3a,QDo70gAAcjIF5J8BvIIzeKk/eKJyK0arC8FUjYI=,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-106,-11.8,-1,10,12914,5.0,29,0.0
2020-05-01T02:15:18.262183Z,26012682,QIImASYAj9UBoDy8hx/3gXiyOw==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-77,9.2,-1,10,54671,1.0,19,0.0
2020-05-01T02:15:23.288973Z,26012a47,QEcqASaA8LwF1+3oWCJjL6GR6HQtl4ohf9xQcyk=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-88,6.0,-1,10,48368,5.0,29,0.0
2020-05-01T02:15:26.435133Z,01080241,QEECCAGCnwQDBwWXkGiJ/MhpbjXMrWAY4QC6tA==,0000024b0b031c97,1,867900000,9.0,125.0,4/5,-107,-14.0,-1,10,1183,5.0,28,2.0
2020-05-01T02:15:35.846073Z,2000000e,QA4AACCAxJoKzLRikPsK0/WACZL5f+NdlrwIOmQ=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-107,-2.0,-1,10,39620,10.0,29,0.0
2020-05-01T02:15:36.149578Z,26012fcf,QM8vASaAHQUF8XYAn+lZgne5u+1AxS+NczyBfNLY,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-95,6.0,-1,10,1309,5.0,30,0.0
2020-05-01T02:15:38.392305Z,a869205d,gF0gaaiAMBsFsFWlDY+BrEy4O2kn,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-102,-16.2,-1,100,6960,5.0,21,0.0
2020-05-01T02:15:40.406790Z,26012682,QIImASYAkNUBnm72+UdR4qfR4g==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-75,7.8,-1,10,54672,1.0,19,0.0
2020-05-01T02:15:53.705724Z,26012f47,QEcvASaASwQCprTfsEvuv/eAbqVzow3Y7bly2ieOKygxew==,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-99,0.8,-1,10,1099,2.0,34,0.0
2020-05-01T02:15:59.372200Z,01fb352d,QC01+wGAoxUF+FB1AoaVy1XaKLhzg5YVisQcJGc=,0000024b0b031c97,1,867300000,9.0,125.0,4/5,-113,-11.5,-1,10,5539,5.0,29,0.0
2020-05-01T02:16:02.551534Z,26012682,QIImASYAkdUBKXK9SyXJSHWXmw==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-77,9.2,-1,10,54673,1.0,19,0.0
2020-05-01T02:16:03.836096Z,004c0eb4,QLQOTACAGgAFLQG2A4jwNs7Ba2wsWO05X8xBBBU=,0000024b0b031c97,1,867100000,9.0,125.0,4/5,-99,5.0,-1,10,26,5.0,29,0.0
2020-05-01T02:16:04.618144Z,26012a85,QIUqASaAdLgFWJrbUDW46F9fmu1ZR07F80PdpOU=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-88,7.5,-1,10,47220,5.0,29,0.0
2020-05-01T02:16:12.702741Z,fe82459c,gJxFgv6AXgcBYXn85+DSsWoXThXAha/2fjFBkH4rgo8sOY7EYlSMwk4NWNPmDBblpLkPd1AYLN67nga8Rw==,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-111,-10.8,-1,100,1886,1.0,61,0.0
2020-05-01T02:16:15.634556Z,2601213c,QDwhASaAFgEFqNFNYYmZdKBTcSHNG0DQd4L750I=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-78,9.0,-1,10,278,5.0,29,0.0
2020-05-01T02:16:16.065603Z,26002d88,QIgtACaA1TkF0GSsCzSxSZjJGUSy,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-87,10.8,-1,10,14805,5.0,21,0.0
2020-05-01T02:16:16.081059Z,260027aa,QKonACaA0zkFElnpnYv2v+taa7Bo,0000024b0b031c97,1,867700000,7.0,125.0,4/5,-102,5.0,-1,10,14803,5.0,21,0.0
2020-05-01T02:16:16.855322Z,27000296,QJYCACcAnSsFrb2LKxvJaPO0C3aF6P1zmj2dpey2,0000024b0b031c97,1,867100000,8.0,125.0,4/5,-109,-9.5,-1,10,11165,5.0,30,0.0
2020-05-01T02:16:21.032553Z,270082a4,QKSCACeA2QAByyMJqQFewNDKEikSrPuHRVrxstrcR5kykXrL,0000024b0b031c97,1,867300000,11.0,125.0,4/5,-85,6.2,-1,10,217,1.0,36,0.0
2020-05-01T02:16:24.696112Z,26012682,QIImASYAktUBYH8E7ewF2MCTpA==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-78,8.2,-1,10,54674,1.0,19,0.0
2020-05-01T02:16:33.078837Z,26012e98,QJguASaA0AAFS4Zoktwid04tl79R+7nF6s/u+FU=,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-119,-2.0,-1,10,208,5.0,29,0.0
2020-05-01T02:16:33.414668Z,270002b3,QLMCACcACTgFbIeAfs8Pr02Cjs7sIQUX3Z//TtpL8Q==,0000024b0b031c97,1,867900000,8.0,125.0,4/5,-107,1.2,-1,10,14345,5.0,31,0.0
2020-05-01T02:16:37.405612Z,2700024e,QE4CACcACTgFKZhRBbOhvp/VJRlF4LsJ9wQmeq0DiA==,0000024b0b031c97,1,867700000,8.0,125.0,4/5,-106,-3.5,-1,10,14345,5.0,31,0.0
2020-05-01T02:16:37.630955Z,26012bfd,QP0rASaA2DkFuDZMISPfT5PlUnBt,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-97,3.0,-1,10,14808,5.0,21,0.0
2020-05-01T02:16:38.736308Z,14000006,QAYAABSA7rcKMqEBdD9qaUhaIyNxNbeQAbQ=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-109,-14.0,-1,10,47086,10.0,26,0.0
2020-05-01T02:16:39.885137Z,20000007,QAcAACCAmLYKK30m46N2svIxwDEpFqrvurPsrlY=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-102,2.2,-1,10,46744,10.0,29,0.0
2020-05-01T02:16:41.151435Z,01da0beb,QOsL2gGAyP0Fabp1dyPm/SAZ8scaRmGBOYpGjuY=,0000024b0b031c97,1,867100000,9.0,125.0,4/5,-110,-12.0,-1,10,64968,5.0,29,0.0
2020-05-01T02:16:42.518792Z,20000003,QAMAACCAmbYK7EP2hm4TQ+APrOSy6XI1Y/U=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-102,0.5,-1,10,46745,10.0,26,0.0
2020-05-01T02:16:46.840680Z,26012682,QIImASYAk9UBmgtAvIBlU1qsvA==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-77,10.0,-1,10,54675,1.0,19,0.0
2020-05-01T02:16:48.714591Z,01986022,QCJgmAGCMgwDBwVfKwTpr7ZGjoP56FA=,0000024b0b031c97,1,867100000,9.0,125.0,4/5,-111,-13.2,-1,10,3122,5.0,23,2.0
2020-05-01T02:16:53.706197Z,26012f47,QEcvASaATAQCZy+So2nu/drv6Is+5aK8YAzXeqtjpLOzLw==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-99,3.0,-1,10,1100,2.0,34,0.0
2020-05-01T02:16:54.966062Z,009e86ed,QO2GngCAoAoFc+R5VsjUV6kJPm9tWlypqO3a/sU=,0000024b0b031c97,1,867300000,9.0,125.0,4/5,-105,-13.5,-1,10,2720,5.0,29,0.0
2020-05-01T02:17:00.648875Z,200000f0,QPAAACCAbzwKdV1EYgUpmxjTgyI=,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-108,-3.2,-1,10,15471,10.0,20,0.0
2020-05-01T02:17:08.985257Z,26012682,QIImASYAlNUBqcA69/wUUFQwSQ==,0000024b0b031c97,1,867500000,7.0,125.0,4/5,-79,7.2,-1,10,54676,1.0,19,0.0
2020-05-01T02:17:15.120870Z,fe8245c6,gMZFgv6AywABMEtSugd/Y4Gcxdigj/Em2Wdl5+ismR+d44QtCBiP+cBbIjrIrvFxS8+GT4QbSZgbUqmdwA==,0000024b0b031c97,1,868100000,12.0,125.0,4/5,-100,-3.0,-1,100,203,1.0,61,0.0
2020-05-01T02:17:15.386271Z,00996b8b,QItrmQCA+5UFSlrd8xWe/BeZ7wGwd66a1D9ik0aQX73YBIY=,0000024b0b031c97,1,867300000,9.0,125.0,4/5,-106,-10.5,-1,10,38395,5.0,35,0.0
2020-05-01T02:17:18.416158Z,260126aa,QKomASaAKQUF+xOdXzihZVe94IEueAnbC9BlyYAo,0000024b0b031c97,1,867300000,12.0,125.0,4/5,-107,9.8,-1,10,1321,5.0,30,0.0
2020-05-01T02:17:19.143869Z,26012367,QGcjASYAjzECR2rwQqy6obwp/A==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-75,9.5,-1,10,12687,2.0,19,0.0
2020-05-01T02:17:20.852637Z,26012803,QAMoASaAmT59YcXy6+UQtsiarhwE,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-108,-15.0,-1,10,16025,125.0,21,0.0
2020-05-01T02:17:31.129790Z,26012682,QIImASYAldUB5fCj7K7KMfvhTA==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-76,9.2,-1,10,54677,1.0,19,0.0
2020-05-01T02:17:40.451110Z,26012e76,QHYuASaAIN4Ky86MdIPpHyDoEL2afmMWCA==,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-105,-3.2,-1,10,56864,10.0,25,0.0
2020-05-01T02:17:52.041873Z,26012cbd,QL0sASaAlVcFch2H2WAWoIqUnUYeHHa2,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-98,-10.5,-1,10,22421,5.0,24,0.0
2020-05-01T02:17:53.274456Z,26012682,QIImASYAltUBYeTQPcDIJ7csZA==,0000024b0b031c97,1,867900000,7.0,125.0,4/5,-81,9.8,-1,10,54678,1.0,19,0.0
2020-05-01T02:17:53.706679Z,26012f47,QEcvASaATQQCj0IZa4F7k8SD3ERPWjG1QsOToCe0D9oAAA==,0000024b0b031c97,1,867300000,7.0,125.0,4/5,-98,6.5,-1,10,1101,2.0,34,0.0
2020-05-01T02:17:55.376353Z,2601236d,QG0jASaAnLkFD/Hkove4ubd/hLqRxdHnFOFanPc=,0000024b0b031c97,1,867700000,12.0,125.0,4/5,-90,9.5,-1,10,47516,5.0,29,0.0
2020-05-01T02:17:42.692772256Z,981c3682,TYI2HJjiyghPVbxHJEyhIsIv+R8Wm3OAOTimkKTuFAX61M+77z3b/bR/6D2IjjLlxAmkxmybJ+BUFY7D+QSXvFboEOhMyCmVHNFVR1B6k7eDxJIrgCh7m4oe8IoUgRisAzSBuwrca5Waf8a7OjvsTHtz3ESrBlvbpw/rbZ6093/cK7+HHl9HU4sZRy74xPXKQMPQNpzAiDK1hbweWnfFiKFN+EEA3QS9i3X9keaaRsvEWIziRRqB+G14KXy7XLih6Ahx4TmMn/+iNw==,00800000a0001793,-1,867900000,7.0,125.0,4/7,-110,-11.2,-1,10,2250,188.0,202,2.0
2020-05-01T02:15:17.336061Z,-1,,7276ff002e062804,-1,867900000,12.0,125.0,4/5,-98,-20.2,-1,-1,-1,-1.0,0,
2020-05-01T02:16:15.960Z,-1,,7276ff002e062804,-1,868100000,10.0,125.0,4/5,-108,-17.2,-1,-1,-1,-1.0,0,
2020-05-01T02:16:20.032569Z,270082a4,QKSCACeA2QAByyMJqQFewNDKEikSrPuHRVrxstrcR5kykXrL,7276ff002e062804,1,867300000,11.0,125.0,4/5,-98,-14.0,-1,10,217,1.0,36,0.0
2020-05-01T02:16:32.436945Z,-1,,7276ff002e062804,-1,868300000,7.0,125.0,4/5,-107,-11.0,-1,-1,-1,-1.0,0,
2020-05-01T02:16:37.368745Z,-1,,7276ff002e062804,-1,867100000,9.0,125.0,4/5,-101,-15.2,-1,-1,-1,-1.0,0,
2020-05-01T02:16:41.148250Z,-1,,7276ff002e062804,-1,868300000,12.0,125.0,4/5,-95,-20.5,-1,-1,-1,-1.0,0,
2020-05-01T02:16:46.652866Z,-1,,7276ff002e062804,-1,868100000,9.0,125.0,4/5,-108,-14.2,-1,-1,-1,-1.0,0,
2020-05-01T02:16:46.980570Z,-1,,7276ff002e062804,-1,868300000,7.0,125.0,4/5,-108,-8.2,-1,-1,-1,-1.0,0,
2020-05-01T02:17:02.467755Z,-1,,7276ff002e062804,-1,867900000,9.0,125.0,4/5,-100,-16.2,-1,-1,-1,-1.0,0,
2020-05-01T02:17:14.120875Z,fe8245c6,gMZFgv6AywABMEtSugd/Y4Gcxdigj/Em2Wdl5+ismR+d44QtCBiP+cBbIjrIrvFxS8+GT4QbSZgbUqmdwA==,7276ff002e062804,1,868100000,12.0,125.0,4/5,-95,-19.0,-1,100,203,1.0,61,0.0
2020-05-01T02:18:06.490309Z,26012013,QBMgASaA0QAFG7lh9Z/wtaZFdtG1cpHsIDL53po=,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-103,-8.5,-1,10,209,5.0,29,0.0
2020-05-01T02:18:06.689949Z,a869205d,gF0gaaiAMBsFsFWlDY+BrEy4O2kn,0000024b0b031c97,1,867900000,12.0,125.0,4/5,-107,-16.2,-1,100,6960,5.0,21,0.0
2020-05-01T02:18:13.691569Z,a869205d,gF0gaaiAMBsFsFWlDY+BrEy4O2kn,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-97,-10.2,-1,100,6960,5.0,21,0.0
2020-05-01T02:18:15.418943Z,26012682,QIImASYAl9UBL84VC06935oDyw==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-77,7.0,-1,10,54679,1.0,19,0.0
2020-05-01T02:18:21.221070Z,26012382,QIIjASaAT7gFTbrELHsmL9y7i7S/vX3eg7ucMLU=,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-87,7.0,-1,10,47183,5.0,29,0.0
2020-05-01T02:18:24.381981Z,260125c2,QMIlASaA0AAFkCnrnKwe1POzKR8mxPBBbToODQ0=,0000024b0b031c97,1,868300000,12.0,125.0,4/5,-105,-3.8,-1,10,208,5.0,29,0.0
2020-05-01T02:18:27.102533Z,2700022a,QCoCACeA9DYPQDfnsc+YKlgJ3pwz,0000024b0b031c97,1,867300000,8.0,125.0,4/5,-108,-10.0,-1,10,14068,15.0,21,0.0
2020-05-01T02:18:32.600145Z,20000005,QAUAACCAxZoKJZNFDYBGuSsBbJUkZ4nsluE=,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-109,-6.5,-1,10,39621,10.0,26,0.0
2020-05-01T02:18:37.563665Z,26012682,QIImASYAmNUBezxTatPL+Gw3Tg==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-78,10.0,-1,10,54680,1.0,19,0.0
2020-05-01T02:18:40.542440Z,26012de0,QOAtASaArXcKVQ4f+2YuDLqSxDeAmOUvnQ==,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-105,1.2,-1,10,30637,10.0,25,0.0
2020-05-01T02:18:46.849655Z,27007dde,QN59ACcABwAC7JrGooHysFeHtRVrNxFA4IS7CVd6,0000024b0b031c97,1,867900000,8.0,125.0,4/5,-109,-7.8,-1,10,7,2.0,30,0.0
2020-05-01T02:18:59.708041Z,26012682,QIImASYAmdUBfyoBHMabQncxXg==,0000024b0b031c97,1,868300000,7.0,125.0,4/5,-76,9.0,-1,10,54681,1.0,19,0.0
2020-05-01T02:19:08.623134Z,20000009,QAkAACCAw5oKEmDtwOIji54Uj46YfCw5Sn8=,0000024b0b031c97,1,868500000,7.0,125.0,4/5,-108,-7.0,-1,10,39619,10.0,26,0.0
2020-05-01T02:19:21.852560Z,26012682,QIImASYAmtUB9JBQy5sYjKJL6g==,0000024b0b031c97,1,868100000,7.0,125.0,4/5,-79,9.5,-1,10,54682,1.0,19,0.0
2020-05-01T02:19:22.163922Z,270082a4,QKSCACeA2gABc3vlH1VCilxjQFBMUmMgnPjdG1ZBXRoMuG+K,0000024b0b031c97,1,868500000,11.0,125.0,4/5,-89,7.0,-1,10,218,1.0,36,0.0
2020-05-01T02:19:34.156718Z,26012dce,QM4tASaAgrcFxJs2sDNncSkIqltS82s1s5MknTg=,0000024b0b031c97,1,867500000,12.0,125.0,4/5,-90,2.0,-1,10,46978,5.0,29,0.0
2020-05-01T02:19:35.154540Z,26012efe,QP4uASaA0QAF3ZvmWIAvBqulbC9wDj3dSq1F528=,0000024b0b031c97,1,868500000,12.0,125.0,4/5,-96,-3.8,-1,10,209,5.0,29,0.0
