size_compress,headers_length,packets_rank,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
182,384,8,16,16,17,33,34,34,52,60,62,63,67,68,85,101,118,131,148,150,166,182,182,182,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201112
178,384,4,16,16,16,34,35,37,55,63,67,67,71,71,92,106,123,141,149,159,159,173,173,173,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201154
202,384,7,16,16,17,31,33,35,51,54,65,76,81,96,98,115,126,149,167,169,185,201,201,201,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201157
325,816,5,16,16,29,45,45,48,66,75,77,77,81,82,100,116,129,151,166,168,175,191,191,209,209,209,212,216,218,218,223,224,224,229,237,242,244,246,250,251,255,262,266,266,268,273,276,285,285,294,297,314,201165
192,384,9,16,16,16,34,34,37,58,66,69,69,73,73,92,108,122,139,155,155,173,188,188,188,192,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201169
190,384,1,16,16,18,35,36,37,52,57,57,57,71,71,90,106,122,138,154,158,158,177,177,177,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201595
600,816,3,16,16,31,46,46,46,62,68,72,74,80,99,101,113,132,147,166,168,172,188,188,203,203,213,223,238,246,256,266,290,306,324,338,352,369,385,394,406,418,424,434,459,477,491,499,520,535,550,569,586,201606
204,384,7,16,16,17,30,30,36,49,49,62,62,71,89,91,107,124,140,156,156,187,203,203,203,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201610
172,384,2,16,16,17,32,33,33,50,53,59,60,66,86,88,104,118,134,151,151,157,172,172,172,172,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201646
619,816,3,16,16,27,41,44,46,61,62,69,71,76,95,100,115,131,145,165,169,173,187,187,202,202,211,219,239,246,256,274,287,302,319,336,352,368,381,404,428,445,459,467,474,499,509,520,539,556,569,588,607,201656
178,384,2,16,16,17,31,32,32,51,52,52,52,68,89,93,107,122,138,156,156,159,176,176,176,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201675
177,384,5,16,16,17,29,29,36,51,55,55,55,67,67,88,104,119,138,155,157,160,165,165,165,177,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201678
489,816,3,16,16,25,42,46,48,66,70,75,76,82,104,104,123,137,156,173,177,181,196,196,210,210,220,231,245,253,265,282,291,311,321,341,358,368,372,382,391,391,401,405,413,423,427,433,446,453,460,475,476,201685
183,384,7,16,16,17,33,33,36,49,56,60,62,67,89,89,107,124,140,156,163,167,180,180,180,182,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201689
213,384,8,16,16,17,32,32,37,53,57,64,65,69,92,96,111,128,143,156,166,191,211,211,211,213,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201699
175,384,2,16,16,16,32,33,34,53,54,59,63,67,85,86,103,120,134,152,152,157,174,174,174,175,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201778
173,384,4,16,16,16,31,33,37,54,61,65,66,70,70,90,106,120,136,153,155,158,173,173,173,173,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201780
186,384,8,16,16,16,31,31,34,51,51,56,61,66,82,85,100,116,132,148,150,167,185,185,185,185,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201803
165,384,0,16,16,22,38,40,41,58,61,63,65,70,85,90,99,121,122,127,135,142,156,156,161,165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201806
