size_compress,headers_length,packets_rank,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
211,384,1,16,16,17,35,35,40,56,59,64,80,89,90,106,123,136,155,169,179,179,197,197,204,209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20904
183,384,4,16,16,16,35,35,39,52,64,74,74,74,91,95,111,129,144,160,160,163,178,178,180,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20907
376,624,13,16,16,20,44,44,47,66,76,82,82,82,105,105,123,135,156,170,175,176,191,191,201,210,212,223,231,243,255,267,280,289,302,315,322,336,346,361,370,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20916
198,384,23,16,16,16,35,36,36,55,59,61,81,89,90,106,123,133,152,169,177,181,195,195,197,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20926
204,384,13,16,16,20,35,35,35,59,67,76,78,79,95,96,110,128,145,165,165,168,179,179,190,197,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20943
181,384,2,16,16,17,34,34,37,51,66,66,76,76,91,93,109,124,141,156,157,159,177,177,178,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20955
369,624,49,16,16,26,40,40,48,65,72,83,83,86,99,100,117,133,150,167,168,169,186,186,197,202,207,216,221,230,245,263,275,281,295,309,315,328,340,351,363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21002
375,632,60,16,16,28,43,43,49,63,68,71,89,97,97,116,128,145,164,179,179,179,193,193,203,205,212,224,236,249,265,273,282,291,302,310,319,330,342,347,364,375,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21013
194,384,82,16,16,17,32,32,36,52,58,61,78,86,89,106,120,136,153,172,172,177,190,190,190,190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21035
224,384,86,16,16,20,38,38,45,61,72,81,81,84,97,97,115,132,149,169,169,172,186,186,202,219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21039
