size_compress,headers_length,packets_rank,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
111,432,1,16,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,26,36,60,65,80,87,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6377
135,504,0,16,24,38,41,41,41,41,41,41,41,41,44,50,50,50,50,50,50,50,52,52,77,82,87,104,107,126,128,128,132,135,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6926
164,744,3,16,16,16,21,21,21,21,21,21,21,21,21,23,23,23,23,23,23,23,37,49,67,89,94,104,112,133,144,146,148,151,154,155,155,160,160,160,160,161,161,164,164,164,164,164,164,-1,-1,-1,-1,6929
204,640,5,16,16,16,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,30,50,60,79,86,104,109,130,142,144,144,154,159,160,163,167,175,175,176,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7581
191,640,5,16,16,16,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,44,58,74,92,100,117,121,135,148,150,156,159,165,166,169,171,180,180,182,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7749
105,432,1,16,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,22,26,36,52,58,75,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8551
112,744,1,16,16,16,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,21,25,33,49,54,71,73,91,97,99,100,102,103,103,103,108,108,108,108,109,111,111,111,111,112,112,112,-1,-1,-1,-1,8907
196,640,5,16,16,16,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,44,58,74,90,98,114,114,132,144,144,154,159,163,165,167,172,179,179,182,187,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8911
176,640,1,16,16,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,47,61,78,82,99,102,116,128,131,131,131,133,135,139,141,149,149,151,160,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15055
139,552,0,16,26,43,46,46,46,46,46,46,46,46,50,54,54,54,54,54,54,54,58,59,77,83,89,101,105,121,132,133,133,133,139,139,139,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15122
141,504,0,16,22,41,45,45,45,45,45,45,45,45,46,50,50,50,50,50,50,50,56,58,80,87,92,111,113,132,134,134,137,141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16456
143,744,1,16,16,16,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,33,45,58,75,79,98,100,124,129,129,133,133,136,138,139,140,140,140,140,141,143,143,143,143,143,143,143,-1,-1,-1,-1,16611
