size_compress,headers_length,packets_rank,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,idx_unique
330,496,0,8,24,24,28,44,48,79,84,89,116,116,129,143,160,162,162,162,163,163,184,201,219,237,251,271,285,302,305,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34336
350,488,0,10,25,25,31,49,55,85,89,93,145,145,153,168,184,186,186,186,186,186,195,211,233,249,268,290,303,327,333,345,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34362
344,480,0,9,24,24,33,46,51,81,84,90,140,140,152,169,182,182,182,182,188,188,203,224,248,261,281,294,311,323,336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34368
601,800,3,10,28,28,31,46,51,58,67,111,111,158,168,184,202,219,219,224,228,235,245,264,271,298,314,332,343,356,361,373,379,389,400,406,424,426,433,445,461,486,507,529,544,550,557,563,571,583,593,34415
688,800,1,13,29,29,29,50,54,62,72,91,91,149,158,174,193,214,214,214,214,214,227,243,256,266,288,307,322,337,361,386,403,423,438,462,462,471,481,509,538,556,583,597,614,615,623,631,638,652,666,34441
453,592,4,4,21,21,28,43,44,77,82,85,122,122,128,144,160,165,165,165,165,165,184,192,211,230,245,260,276,294,317,342,367,385,400,431,443,446,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34510
671,800,9,13,27,27,31,47,52,58,65,87,87,132,143,158,177,198,198,198,200,200,207,220,235,258,277,296,307,320,342,364,392,408,425,456,468,471,477,499,526,554,574,590,606,611,621,624,635,647,659,34549
587,800,7,10,25,25,30,42,48,52,65,86,86,110,115,131,145,156,156,164,164,172,180,189,206,226,240,256,269,283,286,296,306,313,319,326,355,372,393,409,429,433,441,448,471,488,507,530,543,557,571,34565
487,592,10,6,21,21,29,47,50,78,84,89,154,154,157,177,195,198,198,198,198,198,217,226,246,265,277,292,308,326,349,373,400,417,430,464,475,481,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34782
471,592,2,8,23,23,28,47,54,84,88,91,142,142,148,163,178,178,178,178,178,178,200,211,229,249,261,278,293,312,331,358,384,401,417,449,459,466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34834
549,664,2,12,29,29,36,49,49,83,86,92,130,130,144,160,171,178,178,178,179,179,183,198,211,224,239,256,274,290,308,322,336,363,383,418,461,484,504,517,537,537,545,-1,-1,-1,-1,-1,-1,-1,-1,34918
600,800,1,10,25,25,32,48,49,58,69,90,90,124,135,150,170,181,181,191,194,196,217,229,248,264,277,290,307,329,332,342,351,359,366,371,391,391,410,434,458,475,498,520,539,547,557,561,572,586,593,34931
533,648,2,14,26,26,35,48,54,83,88,92,130,130,142,159,174,174,174,174,174,174,184,196,213,228,244,260,282,297,316,330,353,374,404,437,460,491,505,522,522,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,34960
616,800,1,11,30,30,30,53,56,65,72,95,95,141,153,168,182,201,201,204,208,214,230,244,260,279,294,308,324,345,349,359,365,375,382,388,407,407,429,452,475,492,516,534,552,565,572,579,587,601,609,34989
614,800,1,11,25,25,33,51,52,63,71,93,93,149,155,172,187,193,193,203,203,210,218,229,246,260,276,285,299,309,317,328,333,341,346,366,378,401,427,447,453,457,464,487,494,511,534,550,564,585,605,35031
300,456,2,12,27,27,33,46,50,83,88,91,131,131,136,156,169,172,172,172,172,174,193,206,230,245,256,276,284,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35094
676,800,5,13,27,27,31,48,50,57,69,89,89,142,149,164,180,204,204,204,204,204,213,225,237,255,268,279,306,335,357,377,390,416,424,431,436,462,485,514,534,553,578,583,592,597,599,612,625,640,659,35107
421,568,2,9,24,24,31,47,55,84,88,93,140,144,149,159,179,181,181,181,181,181,190,201,219,229,246,266,281,308,336,353,370,389,408,408,415,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35222
610,800,9,9,27,27,31,49,52,59,68,91,91,133,142,156,174,183,183,190,192,197,205,217,233,246,263,271,288,293,301,313,320,326,334,359,374,397,420,438,448,453,459,483,492,508,532,547,563,580,601,35229
295,488,0,10,25,25,28,47,52,82,88,89,138,138,146,161,177,177,177,177,180,180,187,200,213,228,241,253,264,279,281,288,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35304
583,800,3,10,24,24,29,44,48,51,65,86,86,124,133,148,166,171,171,180,180,188,196,208,224,239,257,277,293,309,320,324,331,341,347,354,359,379,393,415,439,452,459,463,472,492,508,521,544,553,571,35375
490,616,2,9,25,25,32,44,53,83,87,92,141,141,148,162,179,179,179,179,183,183,190,202,220,238,257,270,286,304,321,335,361,386,409,433,450,474,474,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35408
450,600,2,8,25,25,30,47,52,82,88,92,136,136,145,160,177,179,179,179,180,180,188,200,218,232,248,263,275,291,302,330,357,378,398,420,439,441,444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35468
327,488,4,9,24,24,30,45,50,80,84,88,137,137,147,162,172,178,178,178,178,178,197,208,228,241,259,273,285,309,314,323,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35500
415,576,4,10,26,26,30,45,49,80,85,89,124,124,128,145,160,160,160,160,163,163,170,185,196,216,238,248,262,283,310,328,347,367,392,398,408,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35508
592,800,5,6,23,23,27,41,44,49,61,82,82,128,137,153,174,182,182,185,190,194,207,219,237,253,277,291,306,316,333,339,339,353,363,371,377,381,408,419,452,469,470,475,484,499,515,536,552,567,581,35527
443,592,0,8,21,21,29,45,50,80,85,89,139,139,139,158,174,177,177,177,177,177,184,195,212,224,242,263,273,283,308,331,357,373,390,419,429,436,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35622
574,800,5,10,22,22,29,41,50,58,67,86,86,128,133,150,168,176,176,183,184,190,197,209,222,238,257,274,287,304,311,318,324,335,337,349,356,389,399,419,437,437,444,451,467,482,502,520,538,550,565,35655
601,800,3,12,24,24,28,49,52,58,69,88,88,122,134,150,166,180,180,189,190,196,215,226,243,261,275,290,305,327,332,341,348,353,362,367,383,383,410,433,457,474,496,516,537,550,556,562,571,582,589,35707
667,800,1,11,24,24,30,46,49,59,69,91,91,150,160,175,197,217,217,217,217,217,228,240,254,270,283,293,306,329,357,381,397,412,431,446,449,456,477,504,532,556,572,593,599,605,612,616,627,642,653,35765
271,448,0,7,25,25,32,48,53,81,85,93,137,137,145,162,177,180,180,180,180,180,188,201,214,224,243,255,264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35854
719,800,1,11,28,28,32,47,51,56,67,85,85,152,159,173,192,213,213,213,213,213,233,247,269,287,299,317,336,362,386,406,419,443,454,461,468,490,521,546,566,584,609,616,622,628,630,652,662,683,701,35869
689,800,1,13,30,30,30,51,54,61,72,91,93,137,149,166,188,210,210,210,211,211,230,241,260,277,292,306,322,340,358,386,413,429,445,476,487,493,497,519,546,572,594,607,624,631,638,644,653,666,677,35885
461,600,4,8,23,23,27,42,47,71,80,85,132,132,141,160,173,177,177,177,178,178,186,197,216,233,253,271,288,302,315,343,369,388,408,431,451,451,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35966
727,800,1,10,25,25,29,45,49,57,67,89,89,132,145,164,183,203,203,203,203,203,215,226,242,262,279,300,318,329,354,371,390,413,443,475,496,530,546,562,563,568,583,604,628,646,666,682,693,701,710,36037
495,632,0,7,27,27,33,43,51,81,86,89,117,117,129,144,158,158,158,158,158,158,170,182,196,209,231,246,269,284,303,322,342,370,397,419,444,464,482,484,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36048
582,800,9,8,24,24,26,45,48,56,66,84,84,122,125,144,165,179,179,188,189,195,201,215,232,250,270,290,306,319,328,333,340,349,354,364,371,389,400,429,456,456,463,469,485,487,507,526,544,555,571,36057
587,800,5,8,23,23,28,44,48,58,68,87,87,131,137,149,167,177,177,183,183,190,200,204,230,246,259,275,289,302,308,315,320,331,339,347,350,384,393,433,449,451,456,464,482,491,512,531,547,560,575,36073
641,800,3,9,19,19,28,45,47,51,58,87,87,156,162,181,198,206,206,215,215,220,227,238,257,277,299,316,332,344,355,361,367,375,384,390,398,433,444,474,497,501,506,512,528,545,567,586,602,615,629,36131
436,592,0,5,24,24,26,42,47,73,82,83,141,141,147,162,179,179,179,179,179,179,190,203,216,229,243,257,267,282,299,324,347,368,382,414,423,427,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36132
667,800,1,13,29,29,35,51,53,63,71,93,93,142,146,168,185,207,207,207,208,208,213,223,237,246,270,285,301,315,341,364,381,402,414,440,440,444,458,488,512,535,560,570,585,585,601,604,616,633,651,36137
448,592,0,8,25,25,29,45,50,77,83,89,134,134,137,158,176,177,177,177,179,179,186,198,212,228,251,267,276,292,313,335,364,381,392,429,439,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36188
402,544,0,7,23,23,29,46,48,78,86,91,154,154,162,178,192,196,196,196,196,196,205,217,235,250,267,283,304,320,339,355,373,387,393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36196
422,560,4,9,26,26,32,44,49,76,84,88,131,131,137,151,165,170,170,170,170,170,189,199,224,240,254,274,291,319,343,361,371,401,410,416,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36230
531,640,0,15,29,29,34,49,57,86,91,94,134,134,146,160,175,175,175,175,175,175,202,217,231,249,265,278,298,314,334,344,369,390,418,451,474,493,513,520,525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36388
703,800,3,10,28,28,32,51,54,62,69,94,94,152,161,179,198,217,217,218,219,219,237,253,267,284,300,313,331,344,361,367,400,426,447,472,489,516,516,525,538,567,596,612,632,645,661,661,671,677,694,36419
682,800,1,12,27,27,32,47,51,58,69,88,88,125,138,150,172,194,194,194,194,194,200,213,231,251,271,290,307,322,335,361,388,406,427,446,471,472,476,492,519,548,567,586,600,615,616,625,633,639,656,36471
783,800,7,12,24,24,31,49,50,60,69,90,90,131,154,168,186,208,208,208,210,210,229,245,266,278,297,319,337,359,372,391,402,420,444,470,527,565,589,608,630,639,646,652,668,694,719,739,753,768,776,36511
652,800,1,14,33,33,36,53,57,64,74,91,91,147,152,169,186,201,201,210,210,218,238,251,273,289,304,323,341,362,389,411,429,454,464,471,478,496,499,508,515,528,539,566,586,588,596,602,615,622,638,36517
573,800,3,9,24,24,31,46,50,56,67,88,88,119,122,133,155,161,161,169,169,175,181,195,210,222,234,249,259,274,274,286,297,302,310,317,325,356,379,414,423,429,435,442,458,473,491,514,527,534,559,36527
360,528,2,10,26,26,29,48,55,84,85,93,130,130,142,159,174,176,176,176,177,177,178,197,208,220,240,260,282,299,317,335,347,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36564
432,584,0,6,24,24,29,46,53,81,87,88,127,127,136,151,168,171,171,171,172,172,186,200,223,241,254,267,282,296,323,346,364,384,399,424,424,432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36570
613,800,5,9,25,25,27,43,46,52,64,83,83,155,159,171,191,205,205,213,214,217,239,258,269,286,295,309,322,336,341,351,359,366,366,379,395,395,424,456,468,476,481,489,498,516,533,556,571,583,601,36597
432,560,4,10,26,26,32,47,53,77,86,91,133,133,141,156,167,172,172,172,173,173,194,207,226,242,259,278,294,318,343,364,383,407,416,423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36606
564,800,11,9,26,26,30,45,49,58,66,87,88,129,135,149,170,173,173,184,186,190,199,209,223,236,256,275,288,305,314,317,327,337,343,352,358,382,393,412,429,429,438,443,453,469,490,509,524,535,552,36659
280,464,2,10,27,27,33,45,48,80,82,90,126,127,135,153,170,173,173,173,174,174,179,193,206,217,231,253,264,273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36748
710,800,5,10,26,26,30,49,52,59,68,90,90,152,161,180,197,220,220,220,220,220,229,239,254,276,290,302,321,332,345,365,392,421,437,460,485,497,503,510,532,559,588,605,620,636,637,648,657,661,683,36767
324,504,0,9,21,21,27,46,52,79,84,90,142,142,151,164,180,182,182,182,182,182,191,203,220,238,250,267,286,296,306,313,319,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36790
685,800,9,10,26,26,34,51,53,59,72,90,90,138,148,165,184,205,205,205,205,205,226,236,254,273,286,302,316,336,358,381,408,423,441,472,483,490,492,513,543,571,590,606,622,628,628,639,647,663,673,36821
575,656,2,13,24,24,33,47,52,82,85,88,136,136,147,164,181,183,183,183,183,183,192,205,217,236,256,272,291,309,339,357,372,401,424,458,494,516,537,552,563,569,-1,-1,-1,-1,-1,-1,-1,-1,-1,36920
741,800,3,10,28,28,33,46,49,57,68,89,89,129,152,167,185,208,208,208,211,211,219,232,244,259,281,297,318,336,365,384,400,429,452,484,521,545,562,583,591,594,603,623,648,670,690,708,720,727,735,36959
274,456,6,11,25,25,31,45,45,80,85,89,137,137,145,162,172,177,177,177,177,177,181,194,207,221,233,252,262,273,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36966
289,480,2,9,23,23,30,43,47,79,83,84,126,126,135,153,168,171,171,171,171,171,177,191,204,220,235,252,267,275,283,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36988
370,528,2,6,25,25,31,47,56,82,90,92,123,123,132,140,161,164,164,164,164,164,180,196,212,233,251,268,282,301,327,342,358,365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36996
706,800,1,15,32,32,35,50,53,61,71,90,90,144,156,167,190,210,210,210,211,211,220,227,244,255,274,287,313,338,358,377,394,414,414,421,441,469,502,522,548,564,588,591,598,603,613,627,651,672,694,37011
393,560,2,9,23,23,26,47,50,80,87,91,125,125,131,150,166,166,166,166,166,166,175,188,195,213,222,243,262,288,314,331,346,371,379,387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37156
