packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
0,496,356,0,8,26,26,29,47,57,93,98,109,153,153,160,178,193,196,196,196,196,196,211,229,247,264,282,297,316,327,338,346,356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34336
0,488,377,0,10,27,27,32,48,56,96,97,110,167,167,172,192,205,208,208,208,208,208,220,233,260,274,293,314,331,356,360,372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34362
0,480,359,0,6,25,25,32,47,53,94,101,108,160,160,168,185,200,200,200,200,200,200,220,239,262,278,295,310,327,338,352,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34368
3,800,618,3,10,29,29,32,48,53,64,72,117,117,153,158,176,189,211,211,224,232,238,252,268,287,305,321,339,351,368,370,381,393,399,409,417,435,437,442,454,471,495,518,540,559,563,571,577,585,602,608,618,34415
1,800,718,0,12,28,28,28,50,53,66,69,99,99,163,168,185,197,232,232,232,242,242,247,272,282,301,323,336,351,363,381,417,436,452,469,494,496,503,516,539,563,590,613,629,644,646,653,661,667,684,699,718,34441
4,592,467,3,9,25,25,27,46,55,97,104,114,145,145,151,167,181,186,186,186,186,186,199,217,231,248,265,278,293,315,334,360,387,404,417,444,454,455,467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34510
9,800,686,0,10,29,29,31,50,53,63,73,97,97,135,144,159,176,207,207,207,216,216,221,235,253,276,291,312,322,333,356,381,407,422,438,464,475,481,488,509,535,562,579,596,616,624,631,635,643,660,670,686,34549
7,800,616,3,8,21,21,29,45,49,59,70,96,96,113,117,137,153,161,161,175,182,188,197,208,224,244,260,275,288,296,305,312,321,328,333,342,373,390,412,430,447,453,457,464,494,508,526,545,561,575,594,616,34565
10,592,494,0,6,25,25,25,48,56,97,107,116,171,171,174,192,210,213,213,213,213,213,229,242,257,272,290,304,319,339,360,385,414,430,446,471,482,483,494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34782
2,592,485,0,9,27,27,31,49,60,100,107,118,165,165,172,183,201,205,205,205,205,205,219,235,247,266,283,297,311,333,351,381,406,422,436,464,474,477,485,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34834
2,664,562,3,9,24,24,31,48,57,100,106,116,154,154,161,180,196,199,199,199,199,199,204,219,231,246,258,276,295,308,330,346,357,382,399,434,468,491,510,526,551,551,558,-1,-1,-1,-1,-1,-1,-1,-1,-1,34918
1,800,615,0,10,28,28,33,45,53,60,72,96,96,127,135,148,165,187,187,198,206,212,228,242,257,273,287,303,316,338,343,351,360,368,374,383,399,399,423,438,465,479,501,526,547,558,565,575,582,596,604,615,34931
2,648,544,0,9,29,29,34,48,60,102,108,118,148,148,157,171,185,190,190,190,190,190,199,208,230,242,261,276,299,316,338,352,372,394,421,453,474,500,513,531,531,537,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34960
1,800,631,0,12,29,29,33,53,59,68,75,101,101,144,147,164,180,202,202,212,219,226,243,258,272,287,305,316,331,355,359,367,377,383,391,399,416,416,439,456,480,497,517,543,564,578,582,591,597,615,620,631,34989
1,800,626,0,12,31,32,35,52,55,67,75,100,100,138,144,162,176,185,185,198,204,211,221,233,246,267,282,295,310,315,325,334,339,348,355,374,390,406,433,451,458,464,469,487,502,518,542,559,574,593,617,626,35031
2,456,309,0,8,24,26,30,45,58,98,104,114,151,151,158,170,189,195,195,195,195,195,210,225,240,260,271,284,295,305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35094
