packets_rank,headers_length,size_compress,level_compress_15,level_compress_31,level_compress_47,level_compress_63,level_compress_79,level_compress_95,level_compress_111,level_compress_127,level_compress_143,level_compress_159,level_compress_175,level_compress_191,level_compress_207,level_compress_223,level_compress_239,level_compress_255,level_compress_271,level_compress_287,level_compress_303,level_compress_319,level_compress_335,level_compress_351,level_compress_367,level_compress_383,level_compress_399,level_compress_415,level_compress_431,level_compress_447,level_compress_463,level_compress_479,level_compress_495,level_compress_511,level_compress_527,level_compress_543,level_compress_559,level_compress_575,level_compress_591,level_compress_607,level_compress_623,level_compress_639,level_compress_655,level_compress_671,level_compress_687,level_compress_703,level_compress_719,level_compress_735,level_compress_751,level_compress_767,level_compress_783,level_compress_799,idx_unique
2,368,259,0,0,14,21,22,38,45,63,99,133,154,162,183,202,220,242,242,244,259,259,259,259,259,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23748
6,800,1171,0,25,45,46,48,65,120,183,186,215,215,224,251,268,282,303,305,305,319,319,391,441,477,500,527,542,595,642,659,675,709,721,732,742,773,815,831,864,916,949,959,981,993,1020,1031,1070,1086,1111,1134,1171,23752
4,800,853,0,29,50,51,52,65,111,176,176,208,208,226,248,261,283,302,310,310,326,326,335,342,353,359,362,367,371,378,393,400,411,420,434,448,480,497,521,573,598,630,641,658,673,690,718,745,773,800,815,853,23767
2,368,239,0,0,18,18,21,37,44,62,99,134,147,148,168,185,203,220,220,224,239,239,239,239,239,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23774
8,368,292,0,0,15,18,18,34,89,153,153,185,185,203,221,236,256,270,273,278,292,292,292,292,292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23780
0,368,204,0,2,24,24,24,38,42,65,99,136,145,147,159,175,179,179,179,180,194,194,203,204,204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23812
3,800,719,0,14,25,31,32,52,60,80,114,145,158,158,172,190,207,226,232,237,253,253,265,273,292,307,320,335,356,371,399,411,422,451,471,481,490,500,518,533,536,554,574,579,582,623,637,647,668,680,682,719,23815
0,368,240,0,2,23,24,24,42,51,70,105,141,163,163,182,201,208,208,208,208,226,226,236,240,240,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23841
7,368,290,0,0,20,20,20,45,49,67,105,140,162,164,181,197,216,236,236,272,290,290,290,290,290,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23848
2,368,262,0,0,15,20,20,44,46,69,106,140,164,170,188,209,226,243,243,245,262,262,262,262,262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23853
