key,proba
00000000,0.061613948063207885
00000001,0.409452783284559
00000011,0.4111748891956695
00000110,0.14826804078307018
00001100,0.35039001560062405
00011000,0.22351790734629018
00110000,0.26288114845314936
01100000,0.17664980805557248
11000000,0.1286522986317366
10000000,0.29273597216180947
00000111,0.4329884821664078
00001111,0.747827804107425
00011111,0.9510069806627618
00111110,0.4681386790625605
01111101,0.47368421052631576
11111011,0.12664097314223774
11110110,0.44673919367037057
11101100,0.7353522053982884
11011001,0.6415081190326852
10110010,0.502472560607888
01100101,0.37941048351967477
11001010,0.5047169811320755
10010100,0.4521305045462649
00101001,0.04540895413513267
01010010,0.03407712384663456
10100100,0.22605096864152846
01001000,0.458133658621591
10010000,0.11597815249902467
00100000,0.06515035324446475
01000000,0.17164998901472028
00000010,0.7224272242722427
00000100,0.22333000997008973
00001000,0.31198457748741565
00010001,0.3506647472266915
00100010,0.6476912738792359
01000100,0.300608941036685
10001000,0.3368879216539717
00010000,0.1903878783095924
10000001,0.7549808859905555
00011001,0.22460984393757502
00110010,0.17487212276214834
01100100,0.21790500822948508
11001000,0.25302519341400515
00111111,0.9580806016512712
01111111,0.6093848109407783
11111110,0.9624260627049557
11111101,0.2191938756686958
11111010,0.26848627803362163
11110100,0.3434833528526016
11101000,0.0714054299228925
11010000,0.08577838641065237
10100000,0.06264353988494936
00000101,0.04517957472197822
00001010,0.03338480219467222
00010100,0.7681363696427785
10010001,0.9117075192044114
00100011,0.8481523367056881
01000111,0.897012116221621
10001111,0.9538352703385549
11111111,0.8486740716218222
11110111,0.32526964560862864
11101110,0.3087238210034654
11011101,0.43532684283727396
10111010,0.45421061443160893
01110101,0.8043066993100378
11101011,0.07953995993645092
11010110,0.5104111405835544
10101101,0.8797503011718322
01011010,0.3976357718005825
10110100,0.6804669129996641
01101000,0.3160746538229982
10100001,0.7273503231313254
01000010,0.28405797101449276
10000100,0.21972509280626065
00001001,0.41753287413901063
00010011,0.47843247815054973
00100111,0.28603979948351815
01001111,0.49195038268672475
10011111,0.4766009852216749
11101111,0.49769691386457854
11011111,0.3885909312530473
10111111,0.7540707467714767
11110101,0.8458804335159072
10101100,0.11106204460145727
01011000,0.8028141199703777
10110001,0.8009738595592004
01100011,0.8513530790539101
11000111,0.8584598698481561
11101001,0.12788803764251674
11010010,0.34054054054054056
01001001,0.1658348703482695
10010010,0.8591169531513313
00100101,0.8785144047205832
01001011,0.6330162805625256
10010110,0.3725758612822268
00101100,0.5101873536299766
01011001,0.4997633696166588
10110011,0.7629917435648373
01100111,0.20616251138904995
11001111,0.48050259965337955
01111100,0.4245532759761747
11111001,0.49122807017543857
11110011,0.4084785342195078
11100110,0.6501948113655801
11001100,0.42887262805407417
10011001,0.5288339670468948
00001110,0.7103230818443541
00011101,0.1158356102003643
00111010,0.8632459312839059
01011011,0.6532129580456718
10110111,0.499309255970002
01101111,0.4165628891656289
10111110,0.44193874116459103
11110010,0.4602803738317757
11100100,0.287402799377916
01000001,0.551966086829411
10000011,0.5433246560059501
00001101,0.4
00011011,0.45590654820664694
00110110,0.3512553020749742
01101101,0.44837232960325535
11011011,0.5209964412811388
10110110,0.5245135340797913
01101100,0.5420327476038339
01100110,0.38862625139043383
00101000,0.487791932059448
01010001,0.7943098591549296
10100011,0.38400880249403996
10001110,0.3111111111111111
00111011,0.4793450881612091
01110111,0.4972339013055986
10111011,0.4885185185185185
01110110,0.44717138103161397
11011000,0.4195498392282958
11000110,0.21005728835136855
10001101,0.22687078064086716
00011010,0.6816952868103763
00110101,0.20347297928671546
01101011,0.404212299915754
11011010,0.3000998668442077
10110101,0.5669317989507531
01101010,0.24531849878555198
11010100,0.24832160478848175
10101001,0.5699567277972388
10100101,0.2075312927316714
10010111,0.6400365909437414
00101110,0.43353420772775614
01011100,0.43562708102108766
10111000,0.4290901089228738
01110000,0.1844049247606019
11100000,0.25078597339782344
11001001,0.6198513471663054
10010011,0.45680591077010513
00100110,0.528281750266809
01001101,0.4047126253781245
10011010,0.5521890622632935
00110100,0.36193029490616624
11101101,0.21549439347604485
01101001,0.23684704998121006
01001010,0.7523710265763418
10010101,0.2810271041369472
00101010,0.20451485968727348
01010100,0.16262135922330098
10101000,0.46138539313757126
01000110,0.5260669818230241
01010000,0.26855339509314874
01000011,0.6511279803271678
10000111,0.6824491819533961
01011101,0.5156855833627071
11101010,0.5491282385530389
10100010,0.4988610478359909
01000101,0.6290355537392726
10001010,0.4028412802090137
